host_id,host_name,host_response_time,host_listings_count,neighbourhood,city,zipcode,market,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy
25855544,J,N/A,1,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Shared room,1,2,1,1,$100.00,,,1,1125,0,,moderate
30911566,Ryan,N/A,1,South Lake Union,Seattle,98109,Seattle,United States,Condominium,Entire home/apt,2,1.5,1,1,$88.00,"$1,000.00","$2,000.00",1,1125,0,,flexible
35905805,Helena,within an hour,1,South Lake Union,Seattle,98102,Seattle,United States,Apartment,Private room,2,1,1,1,$59.00,,"$1,240.00",2,30,14,85,strict
8534462,Daniela,within an hour,48,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$183.00,"$1,600.00","$6,000.00",2,1125,20,96,strict
12195007,Alex,N/A,1,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$135.00,$800.00,,1,9,0,,moderate
220013,Erik,N/A,1,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$220.00,"$1,500.00","$5,000.00",3,31,21,96,strict
8534462,Daniela,within an hour,48,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$183.00,,,2,1125,0,,strict
42693473,Bryan,within a few hours,1,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Private room,2,1,1,1,$115.00,$700.00,"$2,500.00",2,30,3,73,flexible
45697001,Nicholas,N/A,1,South Lake Union,Seattle,98109,Seattle,United States,Camper/RV,Shared room,4,1,1,4,$100.00,,,1,1125,0,,flexible
8534462,Daniela,within an hour,48,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$183.00,"$1,000.00","$3,500.00",2,1125,26,98,strict
595263,Matt,within an hour,1,South Lake Union,Seattle,98102,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$115.00,$800.00,"$2,500.00",2,365,19,98,strict
40912620,Vivian,within a few hours,2,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Private room,2,1,1,1,$75.00,"$1,100.00","$3,500.00",1,1125,4,90,moderate
37718121,Iulia,N/A,1,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$110.00,$600.00,"$2,600.00",3,1125,1,80,flexible
8534462,Daniela,within an hour,48,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$183.00,"$1,300.00","$4,000.00",2,1125,6,100,strict
4335914,Chasten,within an hour,2,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Private room,2,1,1,1,$220.00,"$1,295.00","$3,995.00",1,1125,12,100,moderate
37376726,Garrett,within an hour,1,South Lake Union,Seattle,98109,Seattle,United States,Condominium,Entire home/apt,3,1,1,1,$119.00,$749.00,,1,1125,3,93,strict
40912620,Vivian,within a few hours,2,South Lake Union,Seattle,98109,Seattle,United States,Apartment,Private room,2,1,1,1,$75.00,,,1,1125,1,40,flexible
37723023,Deb,within a day,1,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,6,2.5,3,3,$200.00,"$1,250.00",,1,1125,2,90,moderate
3497328,Nikki,within a day,4,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,7,2,3,3,$229.00,"$1,400.00","$4,500.00",2,1125,4,100,strict
33515006,Andrew,within an hour,1,Lawton Park,Seattle,98199,Seattle,United States,Townhouse,Entire home/apt,10,3.5,3,5,$333.00,"$2,200.00","$5,649.00",1,180,29,94,moderate
10043337,Tessa,within an hour,2,Lawton Park,Seattle,98199,Seattle,United States,Apartment,Private room,1,1,1,1,$41.00,$298.00,"$1,050.00",2,1125,57,89,flexible
23878721,Sallie,within an hour,1,Lawton Park,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$70.00,$500.00,"$1,764.00",1,1125,39,98,flexible
29652358,Johnny,within a day,1,Lawton Park,Seattle,98199,Seattle,United States,House,Private room,1,1,1,1,$55.00,,,1,1125,0,,moderate
17764753,Lyn,a few days or more,1,Lawton Park,Seattle,98199,Seattle,United States,Apartment,Private room,2,1,1,2,$70.00,$430.00,"$1,200.00",1,1125,20,86,moderate
4726215,Al,within a few hours,3,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,4,1,1,2,$97.00,"$1,100.00","$2,000.00",2,29,0,,strict
658155,Joe,within an hour,13,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,12,3.5,5,7,$350.00,,,3,1125,3,100,strict
38387642,Jennifer,within an hour,1,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,6,1,2,4,$200.00,,,2,180,7,94,moderate
12648641,Jamie,within a day,1,Lawton Park,Seattle,98199,Seattle,United States,Townhouse,Entire home/apt,5,2.5,3,3,$225.00,,,2,1125,9,98,moderate
1886540,Daniela,within a few hours,1,Lawton Park,Seattle,98199,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$115.00,,,1,1125,0,,flexible
11266036,Luyao,within an hour,4,Lawton Park,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$40.00,$255.00,$966.00,1,1125,58,94,moderate
11266036,Luyao,within an hour,4,Lawton Park,Seattle,98199,Seattle,United States,Townhouse,Entire home/apt,8,2.5,3,3,$150.00,,,1,1125,0,,moderate
209571,Cheryl,within an hour,1,Lawton Park,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$46.00,$320.00,$825.00,1,365,25,91,moderate
844971,Laura,within an hour,1,Lawton Park,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$64.00,$495.00,"$1,600.00",2,21,57,97,moderate
36944932,Joel,N/A,1,Lawton Park,Seattle,98199,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$125.00,,,2,1125,3,100,moderate
22680126,Sally,within a day,1,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,6,2,3,4,$250.00,"$1,975.00",,3,1125,2,100,flexible
4299635,Robin,within an hour,1,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,4,1,0,2,$147.00,$737.00,"$2,498.00",2,1125,0,,moderate
10043337,Tessa,within an hour,2,Lawton Park,Seattle,98199,Seattle,United States,Bed & Breakfast,Shared room,1,1,1,1,$30.00,$238.00,$840.00,2,1125,16,97,flexible
3009864,Jess,within a few hours,1,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,3,1,1,1,$150.00,,"$2,700.00",1,1125,64,100,flexible
3621132,Sue,within a day,1,Lawton Park,Seattle,98199,Seattle,United States,Townhouse,Private room,2,1,1,1,$78.00,$500.00,,2,1125,0,,flexible
40415712,Jim,N/A,1,Lawton Park,Seattle,98199,Seattle,United States,Bed & Breakfast,Entire home/apt,4,1,1,2,$120.00,,,1,1125,0,,moderate
43137237,LeRoy,within a few hours,1,Lawton Park,Seattle,98199,Seattle,United States,Condominium,Entire home/apt,5,2,3,2,$280.00,"$1,700.00","$6,400.00",2,1125,2,80,flexible
3497328,Nikki,within a day,4,Lawton Park,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$75.00,$500.00,"$1,700.00",2,1125,8,100,strict
5894733,Anna,within a few hours,1,Lawton Park,Seattle,98199,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$178.00,,,1,1125,1,60,flexible
5630551,Chloe,N/A,1,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,8,1,5,5,$480.00,,,1,1125,0,,flexible
3497328,Nikki,within a day,4,Lawton Park,Seattle,98199,Seattle,United States,House,Entire home/apt,5,1,2,3,$129.00,$800.00,,2,1125,3,73,strict
11266036,Luyao,within an hour,4,Lawton Park,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$50.00,$305.00,"$1,120.00",1,1125,64,93,moderate
11266036,Luyao,within an hour,4,Lawton Park,Seattle,98199,Seattle,United States,Townhouse,Private room,4,1,1,1,$50.00,,,1,1125,0,,moderate
43770930,Mike,N/A,1,Briarcliff,Seattle,98199,Seattle,United States,House,Entire home/apt,5,2,3,3,$175.00,,,1,1125,1,100,moderate
2433229,Robert,within an hour,1,Briarcliff,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$88.00,,,1,3,71,93,strict
42393640,Jonelle,within a few hours,1,Briarcliff,Seattle,98199,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$100.00,$700.00,"$2,200.00",2,1125,4,85,flexible
38471924,Brodie,within an hour,1,Briarcliff,Seattle,98199,Seattle,United States,House,Entire home/apt,5,2,2,2,$225.00,"$1,071.00","$3,200.00",2,1125,14,100,strict
46478451,Danielle,within a few hours,1,Briarcliff,Seattle,98199,Seattle,United States,House,Entire home/apt,6,1,2,3,$200.00,"$1,000.00",,2,14,0,,strict
5011779,Karin,within an hour,1,Briarcliff,Seattle,98199,Seattle,United States,House,Entire home/apt,6,1.5,2,4,$250.00,,"$4,400.00",3,1125,4,100,strict
16929371,Jan,within an hour,2,Briarcliff,Seattle,98199,Seattle,United States,Apartment,Entire home/apt,9,1.5,0,4,$95.00,,,4,1125,9,84,strict
16929371,Jan,within an hour,2,Briarcliff,Seattle,98199,Seattle,United States,House,Entire home/apt,15,4,4,7,$172.00,"$2,398.00","$7,500.00",1,1125,19,97,strict
9577961,Reena,within a day,2,Briarcliff,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$99.00,,,1,1125,17,79,flexible
9577961,Reena,within a day,2,Briarcliff,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$99.00,,,1,1125,11,87,flexible
28822480,Ella,a few days or more,1,Briarcliff,Seattle,98199,Seattle,United States,House,Entire home/apt,5,1,2,3,$175.00,"$1,000.00","$2,950.00",1,1125,13,93,moderate
658155,Joe,within an hour,13,Briarcliff,Seattle,98199,Seattle,United States,House,Entire home/apt,12,3.5,5,7,$350.00,,,3,1125,1,100,strict
3497328,Nikki,within a day,4,Briarcliff,Seattle,98199,Seattle,United States,House,Private room,2,1,1,1,$69.00,$450.00,"$1,200.00",1,1125,0,,strict
8956137,William,within a few hours,6,Briarcliff,Seattle,98199,Seattle,United States,House,Entire home/apt,10,2,3,3,$375.00,,,3,1125,15,95,strict
29051256,Katya,within an hour,4,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$144.00,,"$3,300.00",2,1125,28,99,strict
3906464,Amy,within a few hours,2,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$999.00,,,1,31,54,94,moderate
4962900,Jordan,within an hour,169,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$138.00,,,2,1125,10,94,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$145.00,,,2,365,17,98,strict
39839653,Lisa Marie,within an hour,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$125.00,$900.00,"$3,300.00",1,1125,4,95,strict
29745749,Preeti,a few days or more,2,Belltown,Seattle,98121,Seattle,United States,Apartment,Shared room,1,1,1,1,$45.00,,,1,1125,6,80,flexible
18835179,Jakub,within a day,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Shared room,2,1,1,1,$35.00,$260.00,,1,14,108,87,strict
11653525,Natasha,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Loft,Entire home/apt,4,1,1,2,$225.00,"$1,750.00",,3,1125,2,90,strict
10260570,Adrian,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Private room,1,1,1,1,$50.00,,,2,1125,1,100,flexible
430709,Sea To Sky Rentals,within a day,36,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,0,1,$120.00,,,2,1125,0,,strict
3010798,Calvin,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$100.00,"$1,000.00",,7,1125,10,89,flexible
22134250,Amy,within an hour,3,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,5,1,1,2,$120.00,"$1,000.00","$4,500.00",2,1125,28,83,strict
30283594,Kara,within a few hours,502,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$249.00,"$1,900.00","$7,400.00",5,1125,4,55,strict
6590511,Joy,within an hour,2,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,0,1,$95.00,$495.00,"$1,600.00",2,26,2,100,moderate
29051256,Katya,within an hour,4,Belltown,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$150.00,,"$3,500.00",2,1125,19,97,strict
46005243,Sam,within an hour,2,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$130.00,$900.00,"$4,000.00",1,20,1,20,strict
430709,Sea To Sky Rentals,within a day,36,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,0,1,$130.00,,,3,1125,2,100,strict
4874276,Sarah,within an hour,5,Belltown,Seattle,98121,Seattle,United States,Condominium,Entire home/apt,4,1,1,2,$105.00,,,3,60,0,,flexible
15454102,Jenell,within an hour,5,Belltown,Seattle,98121,Seattle,United States,Loft,Entire home/apt,6,1,0,3,$105.00,$825.00,"$2,900.00",1,1125,6,93,strict
6568374,Bryan,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$175.00,"$1,100.00",,2,1125,12,90,flexible
10903708,Ashley & Ryan,within an hour,3,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,0,2,$100.00,,,2,1125,54,93,moderate
18947211,John,within an hour,2,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$129.00,,,2,22,31,98,strict
35961304,Marianne,within an hour,6,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,0,3,$90.00,,,1,1125,13,95,strict
8534462,Daniela,within an hour,48,Belltown,Seattle,98101,Seattle,United States,Condominium,Entire home/apt,6,2.5,2,3,$350.00,"$2,500.00","$8,500.00",20,1125,3,100,strict
16643290,Matt,N/A,1,Belltown,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,4,1,2,2,$199.00,"$1,000.00","$3,500.00",1,1125,5,72,flexible
22134250,Amy,within an hour,3,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$75.00,,,2,1125,76,87,strict
4874276,Sarah,within an hour,5,Belltown,Seattle,98121,Seattle,United States,Condominium,Entire home/apt,4,1,1,2,$110.00,$800.00,"$2,900.00",3,60,25,94,strict
453540,Sid,within a few hours,5,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$80.00,"$1,100.00","$3,900.00",1,1125,181,95,strict
29824474,Rachael,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$150.00,,,2,1125,12,98,strict
48638331,Sharayah,within an hour,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$95.00,,,2,7,6,100,strict
8534462,Daniela,within an hour,48,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$139.00,"$1,200.00","$4,000.00",2,1125,39,98,strict
8534462,Daniela,within an hour,48,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$139.00,"$1,000.00","$3,200.00",2,1125,2,100,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$275.00,,,2,365,3,93,strict
22965312,Benji,within an hour,1,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$135.00,,,2,5,37,94,strict
15942582,Jen,within an hour,5,Belltown,Seattle,98121,Seattle,United States,Condominium,Entire home/apt,5,1,1,3,$128.00,,"$3,200.00",1,15,67,94,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,,1,2,$107.00,,,2,365,26,87,strict
1893411,Sai,within a day,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$150.00,,,2,1125,0,,flexible
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$100.00,,,2,90,20,92,strict
2617674,Amy,N/A,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$100.00,,,3,7,61,98,flexible
1002255,John,within a day,1,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$120.00,,,5,30,18,96,strict
1623580,Mack & Sophia,within an hour,12,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,5,1,0,1,$125.00,$850.00,"$2,400.00",1,90,121,92,strict
18751883,Meg,within a day,1,Belltown,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$120.00,$625.00,"$2,205.00",2,1125,18,97,flexible
5506237,Michelle,within an hour,3,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,0,2,$150.00,,,3,1125,11,90,strict
5872728,Ben,N/A,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$129.00,,,3,1125,0,,moderate
8422684,Evren,within a day,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$140.00,,,2,1125,13,92,moderate
4944541,Nick,within an hour,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,0,2,$150.00,$950.00,"$3,700.00",1,29,159,96,moderate
1623580,Mack & Sophia,within an hour,12,Belltown,Seattle,98109,Seattle,United States,Apartment,Entire home/apt,3,1,1,2,$149.00,$960.00,"$3,380.00",2,1125,32,97,strict
4160438,Evan,within a few hours,3,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,2,2,2,$229.00,,,7,1125,6,100,strict
1118758,Molly,N/A,1,Belltown,Seattle,98121,Seattle,United States,Loft,Entire home/apt,3,1,0,2,$180.00,,,2,1125,0,,moderate
5730719,Jeffery,within an hour,3,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$93.00,$695.00,"$1,995.00",2,7,49,97,strict
33164719,Anthony Toto,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,0,2,$110.00,$600.00,,3,10,19,97,moderate
1623580,Mack & Sophia,within an hour,12,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$126.00,$750.00,"$3,500.00",1,1125,0,,strict
1623580,Mack & Sophia,within an hour,12,Belltown,Seattle,98121,Seattle,United States,Loft,Entire home/apt,1,1,1,1,$139.00,$800.00,"$2,200.00",1,1125,4,95,strict
430709,Sea To Sky Rentals,within a day,36,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$157.00,,,3,1125,1,100,strict
33878833,Srikanth,within an hour,1,Belltown,Seattle,98121,Seattle,United States,Bed & Breakfast,Private room,1,1,1,1,$90.00,,,1,14,22,97,moderate
453540,Sid,within a few hours,5,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$90.00,"$1,295.00",,1,1125,35,94,strict
1623580,Mack & Sophia,within an hour,12,Belltown,Seattle,98102,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$125.00,$750.00,"$2,900.00",1,1125,29,99,strict
19476601,Ali,within a few hours,2,Belltown,Seattle,98101,Seattle,United States,Apartment,Private room,2,1,1,1,$95.00,,,1,1125,60,98,strict
4962900,Jordan,within an hour,169,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$197.00,,,2,1125,12,95,strict
24148567,Marilyn,within a few hours,5,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,5,1,1,3,$155.00,,"$3,800.00",2,365,14,97,strict
430709,Sea To Sky Rentals,within a day,36,Belltown,Seattle,98105,Seattle,United States,Apartment,Entire home/apt,6,1,2,2,$195.00,,,2,1125,4,95,strict
4962900,Jordan,within an hour,169,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$150.00,,,2,1125,4,95,strict
19476601,Ali,within a few hours,2,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$175.00,,,2,1125,24,95,strict
4962900,Jordan,within an hour,169,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$156.00,,,2,1125,27,91,strict
9435688,Maria,within a day,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2.5,2,2,$320.00,"$2,100.00",,1,1125,22,97,strict
8243075,Autumn,within a few hours,4,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,7,2,2,2,$200.00,"$1,530.00","$5,900.00",1,1125,23,97,strict
3830187,Meg,N/A,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,1,2,$200.00,"$1,100.00","$2,500.00",5,365,5,100,flexible
4962900,Jordan,within an hour,169,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$165.00,,,2,1125,11,96,strict
4930653,Pablo,N/A,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,0,1,$148.00,$881.00,,2,1125,6,92,flexible
4962900,Jordan,within an hour,169,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,7,2,3,4,$127.00,,,2,1125,3,100,strict
430709,Sea To Sky Rentals,within a day,36,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,8,3,3,4,$405.00,,,3,1125,4,100,strict
8534462,Daniela,within an hour,48,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,2,2,$219.00,"$1,500.00",,2,1125,44,95,strict
23165254,Jason,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,10,2,3,4,$899.00,"$5,499.00","$14,900.00",3,1125,5,100,strict
1623580,Mack & Sophia,within an hour,12,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$150.00,$700.00,"$2,600.00",1,1125,0,,strict
430709,Sea To Sky Rentals,within a day,36,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,4,$239.00,,,3,1125,4,95,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$150.00,,,2,1000,2,100,strict
32099252,Kristin,within an hour,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$140.00,"$1,045.00","$3,300.00",2,1125,4,100,strict
4962900,Jordan,within an hour,169,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$117.00,,,2,1125,3,87,strict
4411144,Emma,within a day,9,Belltown,Seattle,98121,Seattle,United States,Condominium,Entire home/apt,4,1,1,2,$99.00,,,2,120,12,96,strict
14891735,Bryce,within a day,1,Belltown,Seattle,98121,Seattle,United States,House,Entire home/apt,3,1,1,1,$170.00,,,1,7,2,100,flexible
20732434,Amy,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,2,$100.00,,,1,1125,28,97,flexible
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$300.00,,,2,365,6,100,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$250.00,,,2,365,0,,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$197.00,,,2,365,9,96,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,1,2,3,$175.00,,,2,365,12,100,strict
119809,Weisi,a few days or more,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$130.00,,,1,1125,0,,flexible
4962900,Jordan,within an hour,169,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$131.00,,,2,30,15,91,strict
5681275,Sauhard,a few days or more,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$110.00,$650.00,"$2,250.00",2,1125,0,,moderate
15785677,Claudia,within a day,1,Belltown,Seattle,98119,Seattle,United States,Apartment,Entire home/apt,3,1,1,1,$125.00,,,2,1125,0,,flexible
49380640,John,within a day,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,5,2,2,2,$200.00,,,2,1125,0,,flexible
42515980,,,,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,0,1,$99.00,$725.00,,2,13,0,,moderate
8534462,Daniela,within an hour,48,Belltown,Seattle,98101,Seattle,United States,Condominium,Entire home/apt,8,2.5,2,4,$700.00,,,3,1125,0,,strict
8243075,Autumn,within a few hours,4,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,7,2,2,4,$200.00,"$1,530.00","$4,900.00",2,365,47,95,strict
4962900,Jordan,within an hour,169,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$89.00,,,2,1125,6,97,strict
4962900,Jordan,within an hour,169,Belltown,Seattle,98101,Seattle,United States,Apartment,Entire home/apt,6,2,2,3,$142.00,,,2,1125,6,87,strict
64955,Beb,N/A,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$125.00,,,2,6,13,94,strict
32842054,Meghan,N/A,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$245.00,,,3,60,2,80,strict
4962900,Jordan,within an hour,169,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,7,2,3,3,$99.00,,,2,1125,0,,strict
29803546,Satadru,within a day,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$117.00,,,2,1125,4,85,flexible
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,2,$215.00,,,2,365,9,91,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,1,2,3,$215.00,,,2,365,3,100,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,2,3,$275.00,,,2,365,22,95,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,1,2,3,$175.00,,,2,1125,24,93,strict
4411144,Emma,within a day,9,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,6,1,2,3,$195.00,,,2,1125,16,93,strict
25804261,Carlos,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1,1,1,$113.00,$672.00,"$2,500.00",2,14,27,90,strict
8534462,Daniela,within an hour,48,Belltown,Seattle,98101,Seattle,United States,Condominium,Entire home/apt,8,2,2,4,$700.00,"$3,000.00","$9,000.00",3,1125,1,100,strict
430709,Sea To Sky Rentals,within a day,36,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,1.5,1,2,$139.00,,,2,1125,2,90,strict
74305,Darik,within a few hours,34,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,4,,1,2,$135.00,,,2,365,13,87,strict
49259789,Khaled,within a few hours,1,Belltown,Seattle,98121,Seattle,United States,Apartment,Entire home/apt,2,1,1,1,$105.00,$650.00,"$2,100.00",2,1125,0,,strict
